"gene_id"	"gene_symbol"	"length"	"gc"
"ENSMUSG00000020415"	"Pttg1"	2000	0.4665
"ENSMUSG00000020419"	"Hormad2"	2734	0.404169714703731
"ENSMUSG00000020420"	"Zfp607"	4546	0.434887813462385
"ENSMUSG00000020422"	"Tns3"	11799	0.487329434697856
"ENSMUSG00000020423"	"Btg2"	2743	0.508202697776157
"ENSMUSG00000020424"	"Gatsl3"	1574	0.571791613722999
"ENSMUSG00000020430"	"Pes1"	3024	0.503306878306878
"ENSMUSG00000020431"	"Adcy1"	12522	0.524836288132886
"ENSMUSG00000020432"	"Tcn2"	2178	0.539026629935721
"ENSMUSG00000020434"	"RP23-128G5.3"	2590	0.42972972972973
"ENSMUSG00000020435"	"Osbp2"	6361	0.506209715453545
"ENSMUSG00000020437"	"Myo1g"	6957	0.509127497484548
"ENSMUSG00000020439"	"Smtn"	4380	0.537442922374429
"ENSMUSG00000020440"	"Arf5"	1907	0.62139486103828
"ENSMUSG00000020441"	"RP23-192P17.3"	1285	0.578210116731517
"ENSMUSG00000020444"	"Guk1"	1835	0.516076294277929
"ENSMUSG00000020448"	"Rnf185"	2906	0.471782518926359
"ENSMUSG00000020451"	"Limk2"	6099	0.490244302344647
"ENSMUSG00000020453"	"Patz1"	5904	0.5625
"ENSMUSG00000020454"	"Eif4enif1"	6370	0.486970172684458
"ENSMUSG00000020455"	"Trim11"	3580	0.566480446927374
"ENSMUSG00000020456"	"Ogdh"	5456	0.529508797653959
"ENSMUSG00000020457"	"Drg1"	3460	0.415317919075144
"ENSMUSG00000020458"	"Rtn4"	6991	0.438277785724503
"ENSMUSG00000020459"	"Mtif2"	3868	0.406670113753878
"ENSMUSG00000020460"	"Rps27a"	1972	0.429006085192698
"ENSMUSG00000020461"	"Clhc1"	2217	0.388362652232747
"ENSMUSG00000020462"	"Cfap36"	2744	0.397959183673469
"ENSMUSG00000020463"	"Ppp4r3b"	5694	0.391640323147172
"ENSMUSG00000020464"	"Pnpt1"	3516	0.391638225255973
"ENSMUSG00000020467"	"Efemp1"	2037	0.448699067255768
"ENSMUSG00000020471"	"Pold2"	1896	0.551160337552743
"ENSMUSG00000020472"	"Zkscan17"	4573	0.516291274874262
"ENSMUSG00000020473"	"Aebp1"	4058	0.585017249876786
"ENSMUSG00000020474"	"Polm"	3658	0.550300710770913
"ENSMUSG00000020475"	"Pgam2"	840	0.557142857142857
"ENSMUSG00000020476"	"Dbnl"	2346	0.568627450980392
"ENSMUSG00000020477"	"Mrps24"	1466	0.515006821282401
"ENSMUSG00000020482"	"Ccdc117"	3372	0.466488730723606
"ENSMUSG00000020483"	"Dynll2"	2736	0.557748538011696
"ENSMUSG00000020484"	"Xbp1"	3248	0.508004926108374
"ENSMUSG00000020485"	"Supt4a"	942	0.514861995753715
"ENSMUSG00000020486"	"Sept4"	5432	0.528902798232695
"ENSMUSG00000020491"	"RP23-419P16.9"	3928	0.461812627291242
"ENSMUSG00000020492"	"Ska2"	3272	0.400977995110024
"ENSMUSG00000020493"	"Prr11"	3824	0.415794979079498
"ENSMUSG00000020495"	"Smg8"	3218	0.456494717215662
"ENSMUSG00000020496"	"Rnf187"	1949	0.608517188301693
"ENSMUSG00000020513"	"Tubd1"	2070	0.468599033816425
"ENSMUSG00000020514"	"Mrpl22"	981	0.509683995922528
"ENSMUSG00000020515"	"Cnot8"	2636	0.511001517450683
"ENSMUSG00000020516"	"Rps6kb1"	8658	0.427927927927928
"ENSMUSG00000020519"	"Sap30l"	1151	0.662901824500434
"ENSMUSG00000020520"	"Galnt10"	5965	0.558927074601844
"ENSMUSG00000020521"	"Rnft1"	4719	0.403899131171858
"ENSMUSG00000020522"	"Mfap3"	5801	0.451646267884847
"ENSMUSG00000020523"	"Fam114a2"	3075	0.444878048780488
"ENSMUSG00000020524"	"Gria1"	6043	0.488499089856032
"ENSMUSG00000020525"	"Ppm1d"	3173	0.491648282382603
"ENSMUSG00000020526"	"Znhit3"	2136	0.501404494382023
"ENSMUSG00000020527"	"Myo19"	7113	0.533108393083087
"ENSMUSG00000020528"	"Prpsap2"	1962	0.434250764525994
"ENSMUSG00000020530"	"Ggnbp2"	4726	0.431231485399915
"ENSMUSG00000020532"	"Acaca"	17074	0.455077896216469
"ENSMUSG00000020534"	"Shmt1"	3883	0.46304403811486
"ENSMUSG00000020536"	"Llgl1"	4862	0.578979843685726
"ENSMUSG00000020537"	"Drg2"	2716	0.535346097201767
"ENSMUSG00000020538"	"Srebf1"	5634	0.510827121050763
"ENSMUSG00000020541"	"Tom1l1"	7749	0.448315911730546
"ENSMUSG00000020544"	"Cox11"	1423	0.48208011243851
"ENSMUSG00000020546"	"Stxbp4"	11834	0.418624302856177
"ENSMUSG00000020547"	"Bzw2"	5413	0.418067615000924
"ENSMUSG00000020548"	"RP23-219K7.4"	1093	0.46843549862763
"ENSMUSG00000020549"	"Elac2"	3479	0.543259557344064
"ENSMUSG00000020553"	"Pctp"	2723	0.486228424531766
"ENSMUSG00000020561"	"Twistnb"	5154	0.399495537446643
"ENSMUSG00000020564"	"Atxn7l1"	10049	0.501940491591203
"ENSMUSG00000020566"	"Atp6v1c2"	2174	0.505519779208832
"ENSMUSG00000020570"	"Sypl"	8345	0.388496105452367
"ENSMUSG00000020571"	"Pdia6"	3745	0.468357810413885
"ENSMUSG00000020572"	"Mampt"	5054	0.413138108428967
"ENSMUSG00000020576"	"Nbas"	9515	0.478612716763006
"ENSMUSG00000020577"	"Tspan13"	2474	0.474939369442199
"ENSMUSG00000020580"	"Rock2"	13897	0.397927610275599
"ENSMUSG00000020583"	"Matn3"	3014	0.449236894492369
"ENSMUSG00000020585"	"Laptm4a"	1773	0.487309644670051
"ENSMUSG00000020590"	"Snx13"	7866	0.387363335875922
"ENSMUSG00000020592"	"Sdc1"	3809	0.558676818062484
"ENSMUSG00000020593"	"Lpin1"	9930	0.494561933534743
"ENSMUSG00000020594"	"Pum2"	7260	0.429889807162534
"ENSMUSG00000020598"	"Nrcam"	13358	0.431351998802216
"ENSMUSG00000020601"	"Trib2"	4335	0.498500576701269
"ENSMUSG00000020604"	"Arsg"	3906	0.511008704557092
"ENSMUSG00000020605"	"Hs1bp3"	3004	0.551597869507324
"ENSMUSG00000020608"	"Smc6"	12502	0.392897136458167
"ENSMUSG00000020610"	"Amz2"	5590	0.46690518783542
"ENSMUSG00000020611"	"Gna13"	6421	0.463479208845974
"ENSMUSG00000020612"	"Prkar1a"	4321	0.459152973848646
"ENSMUSG00000020614"	"Fam20a"	3634	0.488167308750688
"ENSMUSG00000020620"	"Abca8b"	7423	0.424626161929139
"ENSMUSG00000020621"	"Rdh14"	1480	0.496621621621622
"ENSMUSG00000020622"	"Nt5c1b"	2741	0.484494709959869
"ENSMUSG00000020623"	"Map2k6"	3444	0.461382113821138
"ENSMUSG00000020628"	"Trappc12"	10020	0.493912175648703
"ENSMUSG00000020629"	"Adi1"	1886	0.474019088016967
"ENSMUSG00000020630"	"Rnaseh1"	2586	0.491879350348028
"ENSMUSG00000020633"	"Dcdc2c"	3583	0.476974602288585
"ENSMUSG00000020634"	"Ubxn2a"	2820	0.485460992907801
"ENSMUSG00000020635"	"Fkbp1b"	1021	0.579823702252693
"ENSMUSG00000020638"	"Cmpk2"	4163	0.49963968292097
"ENSMUSG00000020639"	"Pfn4"	4780	0.4581589958159
"ENSMUSG00000020640"	"Itsn2"	13579	0.447308343766109
"ENSMUSG00000020641"	"Rsad2"	4335	0.462283737024221
"ENSMUSG00000020642"	"Rnf144a"	7340	0.491008174386921
"ENSMUSG00000020644"	"Id2"	2438	0.44954881050041
"ENSMUSG00000020646"	"Mboat2"	9566	0.438114154296467
"ENSMUSG00000020647"	"Ncoa1"	8576	0.429337686567164
"ENSMUSG00000020648"	"Dus4l"	1984	0.428427419354839
"ENSMUSG00000020649"	"Rrm2"	2771	0.465175027066041
"ENSMUSG00000020650"	"Bcap29"	7590	0.410276679841897
"ENSMUSG00000020652"	"Cenpo"	7263	0.485749690210657
"ENSMUSG00000020653"	"Klf11"	4340	0.492396313364055
"ENSMUSG00000020654"	"Adcy3"	6246	0.562760166506564
"ENSMUSG00000020656"	"Grhl1"	5539	0.487994222783896
"ENSMUSG00000020657"	"Dnajc27"	5088	0.498034591194969
"ENSMUSG00000020658"	"Efr3b"	10382	0.489982662300135
"ENSMUSG00000020659"	"Cbll1"	4007	0.430496630895932
"ENSMUSG00000020661"	"Dnmt3a"	16642	0.517726234827545
"ENSMUSG00000020664"	"Dld"	3683	0.43741515069237
"ENSMUSG00000020668"	"Kif3c"	7406	0.512152308938698
"ENSMUSG00000020669"	"Sh3yl1"	2555	0.47866927592955
"ENSMUSG00000020671"	"Rab10"	3513	0.460859664104754
"ENSMUSG00000020674"	"Pxdn"	9648	0.498237976782753
"ENSMUSG00000020676"	"Ccl11"	1082	0.423290203327172
"ENSMUSG00000020677"	"Ddx52"	3332	0.436974789915966
"ENSMUSG00000020680"	"Taf15"	2919	0.45255224391915
"ENSMUSG00000020681"	"Ace"	5287	0.559107244183847
"ENSMUSG00000020682"	"Mmp28"	3874	0.492772328342798
"ENSMUSG00000020684"	"Rasl10b"	4010	0.604488778054863
"ENSMUSG00000020687"	"Cdc27"	6248	0.418213828425096
"ENSMUSG00000020689"	"Itgb3"	5901	0.519572953736655
"ENSMUSG00000020691"	"Mettl2"	3399	0.499558693733451
"ENSMUSG00000020692"	"Nle1"	3233	0.545313949891741
"ENSMUSG00000020694"	"Tlk2"	8070	0.466171003717472
"ENSMUSG00000020695"	"Mrc2"	6674	0.57626610728199
"ENSMUSG00000020696"	"Rffl"	5922	0.476697061803445
"ENSMUSG00000020697"	"Lig3"	7284	0.486408566721582
"ENSMUSG00000020698"	"Cct6b"	1871	0.46071619454837
"ENSMUSG00000020700"	"Map3k3"	4023	0.539895600298285
"ENSMUSG00000020705"	"Ddx42"	4228	0.470198675496689
"ENSMUSG00000020706"	"Ftsj3"	4358	0.475217989903626
"ENSMUSG00000020707"	"Rnf135"	2140	0.521028037383177
"ENSMUSG00000020708"	"Psmc5"	1394	0.518651362984218
"ENSMUSG00000020712"	"Tcam1"	3752	0.510394456289979
"ENSMUSG00000020715"	"Ern1"	8173	0.439985317508871
"ENSMUSG00000020716"	"Nf1"	15850	0.438548895899054
"ENSMUSG00000020717"	"Pecam1"	6228	0.449421965317919
"ENSMUSG00000020718"	"Polg2"	4356	0.45959595959596
"ENSMUSG00000020719"	"Ddx5"	5775	0.471515151515151
"ENSMUSG00000020720"	"Psmd12"	2649	0.453001132502831
"ENSMUSG00000020721"	"Helz"	15044	0.460050518479128
"ENSMUSG00000020728"	"Cep112"	6175	0.448421052631579
"ENSMUSG00000020732"	"Rab37"	5330	0.525703564727955
"ENSMUSG00000020733"	"Slc9a3r1"	1925	0.585454545454545
"ENSMUSG00000020734"	"Grin2c"	5037	0.593408775064522
"ENSMUSG00000020736"	"Nt5c"	1140	0.575438596491228
"ENSMUSG00000020737"	"Hn1"	2149	0.563517915309446
"ENSMUSG00000020738"	"Sumo2"	1736	0.535714285714286
"ENSMUSG00000020739"	"Nup85"	3385	0.512259970457903
"ENSMUSG00000020740"	"Gga3"	6245	0.499279423538831
"ENSMUSG00000020741"	"Cluh"	6502	0.563672716087358
"ENSMUSG00000020743"	"Mif4gd"	2010	0.572139303482587
"ENSMUSG00000020744"	"Slc25a19"	4026	0.510680576254347
"ENSMUSG00000020745"	"Pafah1b1"	9620	0.440644490644491
"ENSMUSG00000020747"	"Tmem94"	5920	0.576182432432432
"ENSMUSG00000020752"	"Recql5"	6986	0.48411107930146
"ENSMUSG00000020755"	"Sap30bp"	3708	0.540453074433657
"ENSMUSG00000020758"	"Itgb4"	7015	0.593727726300784
"ENSMUSG00000020766"	"Galk1"	1406	0.582503556187767
"ENSMUSG00000020770"	"Unk"	4438	0.566246056782334
"ENSMUSG00000020773"	"Trim47"	2735	0.489945155393053
"ENSMUSG00000020774"	"Aspa"	5954	0.414343298622775
"ENSMUSG00000020775"	"Mrpl38"	2550	0.553725490196078
"ENSMUSG00000020776"	"Fbf1"	7751	0.524706489485228
"ENSMUSG00000020777"	"Acox1"	5082	0.470877607241244
"ENSMUSG00000020778"	"Ten1"	2728	0.51099706744868
"ENSMUSG00000020780"	"Srp68"	2737	0.511143587869931
"ENSMUSG00000020781"	"Tsen54"	2458	0.596826688364524
"ENSMUSG00000020782"	"Llgl2"	4844	0.598472336911643
"ENSMUSG00000020783"	"Ncbp3"	17240	0.456844547563805
"ENSMUSG00000020785"	"Camkk1"	3728	0.550697424892704
"ENSMUSG00000020788"	"Atp2a3"	5281	0.564097708767279
"ENSMUSG00000020790"	"Ankfy1"	11332	0.450582421461348
"ENSMUSG00000020792"	"Exoc7"	4367	0.545912525761392
"ENSMUSG00000020793"	"Galr2"	2456	0.574104234527687
"ENSMUSG00000020794"	"Ube2g1"	4579	0.406857392443765
"ENSMUSG00000020798"	"Spns3"	5508	0.506899055918664
"ENSMUSG00000020801"	"Med31"	1730	0.438728323699422
"ENSMUSG00000020802"	"Ube2o"	5288	0.513048411497731
"ENSMUSG00000020803"	"Txndc17"	1324	0.40785498489426
"ENSMUSG00000020806"	"Rhbdf2"	5293	0.527866994143208
"ENSMUSG00000020807"	"RP23-207N15.3"	5119	0.484860324282086
"ENSMUSG00000020808"	"Fam64a"	2529	0.54290233293792
"ENSMUSG00000020810"	"Cygb"	2331	0.604890604890605
"ENSMUSG00000020812"	"RP23-313J14.6"	2776	0.503602305475504
"ENSMUSG00000020814"	"Mxra7"	2391	0.569636135508156
"ENSMUSG00000020817"	"Rabep1"	6868	0.436808386721025
"ENSMUSG00000020818"	"Mfsd11"	7076	0.516252119841718
"ENSMUSG00000020821"	"Kif1c"	7276	0.539444749862562
"ENSMUSG00000020823"	"Sec14l1"	7176	0.538879598662207
"ENSMUSG00000020826"	"Nos2"	4439	0.543590898851093
"ENSMUSG00000020827"	"Mink1"	6286	0.578905504295259
"ENSMUSG00000020828"	"Pld2"	6252	0.527191298784389
"ENSMUSG00000020829"	"Slc46a1"	3080	0.555519480519481
"ENSMUSG00000020831"	"RP23-198E14.7"	1896	0.557489451476793
"ENSMUSG00000020832"	"Eral1"	2268	0.467813051146384
"ENSMUSG00000020834"	"Dhrs13"	1967	0.587697000508388
"ENSMUSG00000020836"	"Coro6"	3011	0.571903022251744
"ENSMUSG00000020838"	"Slc6a4"	4531	0.509159126020746
"ENSMUSG00000020840"	"Blmh"	5891	0.455440502461382
"ENSMUSG00000020841"	"Cpd"	8332	0.425468074891983
"ENSMUSG00000020843"	"Timm22"	3183	0.499528746465599
"ENSMUSG00000020844"	"Nxn"	3239	0.543068848410003
"ENSMUSG00000020846"	"Fam101b"	3512	0.549259681093394
"ENSMUSG00000020847"	"Rph3al"	3814	0.506816990036707
"ENSMUSG00000020849"	"Ywhae"	2568	0.449376947040498
"ENSMUSG00000020850"	"Prpf8"	7461	0.514542286556762
"ENSMUSG00000020857"	"Nme2"	1171	0.470538001707942
"ENSMUSG00000020859"	"Spag9"	11209	0.42831653135873
"ENSMUSG00000020863"	"Luc7l3"	7278	0.431986809563067
"ENSMUSG00000020864"	"Ankrd40"	4255	0.500117508813161
"ENSMUSG00000020865"	"Abcc3"	5698	0.501053001053001
"ENSMUSG00000020866"	"Cacna1g"	10137	0.536253329387393
"ENSMUSG00000020867"	"Spata20"	2874	0.530619345859429
"ENSMUSG00000020868"	"Xylt2"	3979	0.565720030158331
"ENSMUSG00000020869"	"Lrrc59"	3073	0.530751708428246
"ENSMUSG00000020871"	"Dlx4"	3269	0.55062710308963
"ENSMUSG00000020873"	"Slc35b1"	2223	0.484030589293747
"ENSMUSG00000020876"	"Snx11"	4232	0.502835538752363
"ENSMUSG00000020877"	"Scrn2"	2050	0.592682926829268
"ENSMUSG00000020878"	"Lrrc46"	1336	0.518712574850299
"ENSMUSG00000020882"	"Cacnb1"	4529	0.564804592625304
"ENSMUSG00000020883"	"Fbxl20"	12106	0.456302659838097
"ENSMUSG00000020884"	"Asgr1"	1591	0.523570081709617
"ENSMUSG00000020886"	"Dlg4"	13251	0.51098030337333
"ENSMUSG00000020888"	"Dvl2"	6298	0.561765639885678
"ENSMUSG00000020889"	"Nr1d1"	3077	0.549236269093273
"ENSMUSG00000020890"	"Gucy2e"	9197	0.527563335870393
"ENSMUSG00000020891"	"Alox8"	3559	0.46586119696544
"ENSMUSG00000020892"	"Aloxe3"	6397	0.526184148819759
"ENSMUSG00000020893"	"Per1"	5631	0.587284674125377
"ENSMUSG00000020894"	"Vamp2"	3809	0.549488054607508
"ENSMUSG00000020895"	"Tmem107"	1369	0.513513513513513
"ENSMUSG00000020897"	"Aurkb"	2946	0.518329938900204
"ENSMUSG00000020898"	"Ctc1"	6797	0.513756068853906
"ENSMUSG00000020899"	"Pfas"	7933	0.475608218832724
"ENSMUSG00000020900"	"Myh10"	10458	0.506980302161025
"ENSMUSG00000020901"	"Pik3r5"	5550	0.556756756756757
"ENSMUSG00000020902"	"Ntn1"	6277	0.534650310657958
"ENSMUSG00000020903"	"Stx8"	7137	0.497127644668628
"ENSMUSG00000020908"	"Myh3"	6057	0.537890044576523
"ENSMUSG00000020910"	"Adprm"	1977	0.471927162367223
"ENSMUSG00000020911"	"Krt19"	1855	0.481940700808625
"ENSMUSG00000020912"	"Krt12"	1852	0.472462203023758
"ENSMUSG00000020914"	"Top2a"	9013	0.429601686452901
"ENSMUSG00000020917"	"Acly"	5279	0.514870240575867
"ENSMUSG00000020918"	"Kat2a"	3480	0.56551724137931
"ENSMUSG00000020919"	"Stat5b"	5539	0.476981404585665
"ENSMUSG00000020921"	"Tmem101"	2021	0.523503216229589
"ENSMUSG00000020922"	"Lsm12"	2388	0.486599664991625
"ENSMUSG00000020923"	"Ubtf"	6552	0.586385836385836
"ENSMUSG00000020925"	"Ccdc43"	3341	0.485782699790482
"ENSMUSG00000020926"	"Adam11"	5669	0.599929440818487
"ENSMUSG00000020929"	"Eftud2"	8395	0.472304943418702
"ENSMUSG00000020930"	"Ccdc103"	1890	0.513756613756614
"ENSMUSG00000020935"	"Dcakd"	2556	0.497652582159624
"ENSMUSG00000020936"	"Nmt1"	5017	0.518835957743672
"ENSMUSG00000020937"	"Plcd3"	3393	0.53639846743295
"ENSMUSG00000020940"	"RP23-341C5.3"	1452	0.49862258953168
"ENSMUSG00000020941"	"Map3k14"	6550	0.49587786259542
"ENSMUSG00000020946"	"Gosr2"	3266	0.448560930802204
"ENSMUSG00000020948"	"Klhl28"	7257	0.372467961967755
"ENSMUSG00000020949"	"Fkbp3"	7849	0.397375461842273
"ENSMUSG00000020952"	"Scfd1"	13162	0.3941650205136
"ENSMUSG00000020954"	"Strn3"	6646	0.393168823352392
"ENSMUSG00000020955"	"Ap4s1"	1137	0.487247141600704
"ENSMUSG00000020956"	"Dtd2"	3108	0.461711711711712
"ENSMUSG00000020961"	"Ston2"	12448	0.442480719794344
"ENSMUSG00000020962"	"Gtf2a1"	6241	0.469476045505528
"ENSMUSG00000020964"	"Sel1l"	8555	0.444184687317358
"ENSMUSG00000020973"	"Dnaaf2"	3390	0.519469026548673
"ENSMUSG00000020974"	"Pole2"	2881	0.452273516140229
"ENSMUSG00000020978"	"Klhdc2"	5438	0.449981610886355
"ENSMUSG00000020982"	"Nemf"	10549	0.401554649729832
"ENSMUSG00000020986"	"Sec23a"	4840	0.418181818181818
"ENSMUSG00000020988"	"L2hgdh"	3466	0.467686093479515
"ENSMUSG00000020990"	"Cdkl1"	2041	0.475257226849583
"ENSMUSG00000020993"	"Trappc6b"	2419	0.460520876395205
"ENSMUSG00000020994"	"Pnn"	5762	0.41877820201319
"ENSMUSG00000021000"	"Mia2"	11239	0.423703176439185
"ENSMUSG00000021003"	"Galc"	14879	0.428657839908596
"ENSMUSG00000021007"	"Spata7"	10088	0.404936558287074
"ENSMUSG00000021009"	"Ptpn21"	7897	0.434215524882867
"ENSMUSG00000021010"	"Npas3"	6007	0.471449975029133
"ENSMUSG00000021012"	"Zc3h14"	7891	0.42504118616145
"ENSMUSG00000021013"	"Ttc8"	3782	0.437599153886832
"ENSMUSG00000021018"	"Polr2h"	1509	0.502319416832339
"ENSMUSG00000021022"	"Ppp2r3c"	5923	0.424278237379706
"ENSMUSG00000021023"	"RP24-93H15.3"	4452	0.456424079065589
"ENSMUSG00000021024"	"Psma6"	1234	0.467585089141005
"ENSMUSG00000021025"	"Nfkbia"	1610	0.558385093167702
"ENSMUSG00000021027"	"Ralgapa1"	12315	0.392285830288266
"ENSMUSG00000021028"	"Mbip"	1690	0.47396449704142
"ENSMUSG00000021032"	"Ngb"	1723	0.584445734184562
"ENSMUSG00000021033"	"Gstz1"	5088	0.492924528301887
"ENSMUSG00000021036"	"Sptlc2"	8115	0.438940234134319
"ENSMUSG00000021037"	"Ahsa1"	4377	0.485035412382911
"ENSMUSG00000021038"	"Vipas39"	3933	0.460208492245106
"ENSMUSG00000021039"	"Snw1"	6586	0.4397206194959
"ENSMUSG00000021040"	"Slirp"	3104	0.436211340206186
"ENSMUSG00000021044"	"Adck1"	5549	0.509280951522797
"ENSMUSG00000021048"	"Mthfd1"	4442	0.516434038721297
"ENSMUSG00000021051"	"Ppp2r5e"	5343	0.464907355418304
"ENSMUSG00000021054"	"Sgpp1"	5649	0.454770755885998
"ENSMUSG00000021055"	"Esr2"	3368	0.422209026128266
"ENSMUSG00000021057"	"Akap5"	6824	0.443141852286049
"ENSMUSG00000021061"	"Sptb"	12147	0.476002305095908
"ENSMUSG00000021062"	"Rab15"	4614	0.545513654096229
"ENSMUSG00000021065"	"Fut8"	7902	0.412680334092635
"ENSMUSG00000021066"	"Atl1"	9175	0.432370572207084
"ENSMUSG00000021067"	"Sav1"	5265	0.417283950617284
"ENSMUSG00000021068"	"Nin"	17005	0.476154072331667
"ENSMUSG00000021070"	"Bdkrb2"	3792	0.546677215189873
"ENSMUSG00000021072"	"Tmx1"	3299	0.40315247044559
"ENSMUSG00000021076"	"Actr10"	9726	0.402220851326342
"ENSMUSG00000021079"	"Timm9"	4282	0.438813638486688
"ENSMUSG00000021090"	"Lrrc9"	7666	0.434907383250717
"ENSMUSG00000021091"	"Serpina3n"	2064	0.51937984496124
"ENSMUSG00000021094"	"Dhrs7"	3541	0.451567353854843
"ENSMUSG00000021095"	"Gsc"	1268	0.638801261829653
"ENSMUSG00000021096"	"Ppm1a"	12829	0.424195182788994
"ENSMUSG00000021097"	"Clmn"	12409	0.518978161012169
"ENSMUSG00000021098"	"Six6os1"	5981	0.353786992141782
"ENSMUSG00000021102"	"Glrx5"	3682	0.534220532319392
"ENSMUSG00000021103"	"Mnat1"	5385	0.387372330547818
"ENSMUSG00000021108"	"Prkch"	7530	0.470783532536521
"ENSMUSG00000021109"	"Hif1a"	5896	0.400780189959294
"ENSMUSG00000021111"	"Papola"	6595	0.40470053070508
"ENSMUSG00000021112"	"Mpp5"	8777	0.393414606357525
"ENSMUSG00000021113"	"Snapc1"	7914	0.428102097548648
"ENSMUSG00000021114"	"Atp6v1d"	4602	0.447848761408083
"ENSMUSG00000021115"	"Vrk1"	5122	0.46837172979305
"ENSMUSG00000021116"	"Eif2s1"	4951	0.414663704302161
"ENSMUSG00000021118"	"Plek2"	1583	0.453569172457359
"ENSMUSG00000021120"	"Pigh"	3638	0.45629466739967
"ENSMUSG00000021123"	"Rdh12"	2967	0.48062015503876
"ENSMUSG00000021124"	"Vti1b"	1612	0.531637717121588
"ENSMUSG00000021125"	"Arg2"	1428	0.46078431372549
"ENSMUSG00000021127"	"Zfp36l1"	2990	0.527090301003345
"ENSMUSG00000021130"	"Galnt16"	8047	0.527401516092954
"ENSMUSG00000021131"	"Erh"	2618	0.44576012223071
"ENSMUSG00000021133"	"Susd6"	7615	0.48338804990151
"ENSMUSG00000021134"	"Srsf5"	3988	0.414493480441324
"ENSMUSG00000021136"	"Smoc1"	3496	0.539759725400458
"ENSMUSG00000021139"	"RP23-315C11.7"	3241	0.423326133909287
"ENSMUSG00000021140"	"Pcnx"	15613	0.476974316274899
"ENSMUSG00000021143"	"Pacs2"	6985	0.548317823908375
"ENSMUSG00000021144"	"Mta1"	3104	0.572487113402062
"ENSMUSG00000021147"	"Wdr37"	10936	0.418251645940015
"ENSMUSG00000021149"	"Gtpbp4"	9566	0.426510558227054
"ENSMUSG00000021156"	"Zmynd11"	10955	0.443724326791419
"ENSMUSG00000021171"	"Esyt2"	9143	0.422399650005469
"ENSMUSG00000021175"	"Cdca7l"	3258	0.511049723756906
"ENSMUSG00000021176"	"Efcab11"	5309	0.436428705970993
"ENSMUSG00000021177"	"Tdp1"	7988	0.490736104156234
"ENSMUSG00000021178"	"Psmc1"	1933	0.518882565959648
"ENSMUSG00000021179"	"Nrde2"	4196	0.470448045757865
"ENSMUSG00000021180"	"Rps6ka5"	11932	0.434545759302715
"ENSMUSG00000021182"	"Ccdc88c"	11386	0.510890567363429
"ENSMUSG00000021185"	"RP23-359F12.1"	4599	0.501413350728419
"ENSMUSG00000021186"	"Fbln5"	6911	0.462161771089567
"ENSMUSG00000021188"	"Trip11"	10150	0.43064039408867
"ENSMUSG00000021189"	"Atxn3"	5407	0.463843166265952
"ENSMUSG00000021190"	"Lgmn"	2323	0.484718037021093
"ENSMUSG00000021192"	"Golga5"	3447	0.499854946330142
"ENSMUSG00000021193"	"Pitrm1"	4787	0.480676833089618
"ENSMUSG00000021196"	"Pfkp"	13401	0.474964554883964
"ENSMUSG00000021203"	"Otub2"	3695	0.530987821380244
"ENSMUSG00000021209"	"Ppp4r4"	4192	0.46111641221374
"ENSMUSG00000021211"	"Akr1c12"	1261	0.410785091197462
"ENSMUSG00000021213"	"Akr1c13"	1434	0.442119944211994
"ENSMUSG00000021214"	"Akr1c18"	1207	0.365368682684341
"ENSMUSG00000021215"	"Net1"	5217	0.427832087406556
"ENSMUSG00000021217"	"Tshz3"	5456	0.494684750733138
"ENSMUSG00000021218"	"Gdi2"	10558	0.405095662057208
"ENSMUSG00000021222"	"Dcaf4"	3633	0.538398018166804
"ENSMUSG00000021224"	"Numb"	3917	0.450599948940516
"ENSMUSG00000021226"	"Acot2"	2196	0.536885245901639
"ENSMUSG00000021234"	"Fam161b"	4656	0.447379725085911
"ENSMUSG00000021235"	"Coq6"	3142	0.530553787396563
"ENSMUSG00000021236"	"Entpd5"	6039	0.457691670806425
"ENSMUSG00000021238"	"Aldh6a1"	5784	0.425311203319502
"ENSMUSG00000021240"	"Abcd4"	8006	0.483262553085186
"ENSMUSG00000021241"	"Isca2"	1838	0.483133841131665
"ENSMUSG00000021242"	"Npc2"	5438	0.477565281353439
"ENSMUSG00000021243"	"Fcf1"	1117	0.450313339301701
"ENSMUSG00000021244"	"Ylpm1"	9914	0.464998991325398
"ENSMUSG00000021245"	"Mlh3"	7554	0.438840349483717
"ENSMUSG00000021248"	"Tmed10"	5811	0.458440887971089
"ENSMUSG00000021250"	"Fos"	2352	0.519557823129252
"ENSMUSG00000021252"	"RP23-43G12.1"	4235	0.460684769775679
"ENSMUSG00000021253"	"Tgfb3"	3383	0.517883535323677
"ENSMUSG00000021254"	"Gpatch2l"	8316	0.464405964405964
"ENSMUSG00000021255"	"Esrrb"	6047	0.545394410451464
"ENSMUSG00000021256"	"Vash1"	2599	0.622162370142362
"ENSMUSG00000021257"	"Angel1"	4463	0.475688998431548
"ENSMUSG00000021258"	"Ccnk"	3042	0.527613412228797
"ENSMUSG00000021259"	"Cyp46a1"	3287	0.561302099178582
"ENSMUSG00000021260"	"Hhipl1"	5601	0.576861274772362
"ENSMUSG00000021262"	"Evl"	2940	0.585714285714286
"ENSMUSG00000021264"	"Yy1"	6418	0.502337176690558
"ENSMUSG00000021265"	"Slc25a29"	2606	0.557175748273216
